id,accion,campo_modificado,valor_nuevo,motivo,prioridad,fuente,observaciones_integracion
V805-LOG-0007C,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: No empieza en el foco, sino tras clasificación/estabilización suficiente. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Noria de rescate"", ""opcion_b"": ""Área de intervención"", ""opcion_c"": ""Briefing final"", ""opcion_d"": ""Noria de evacuación"", ""respuesta_correcta"": ""D"", ""explicacion"": ""La correcta es D porque noria de evacuación es la única que respeta el límite conceptual: conecta el dispositivo con hospitales receptores. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Puede confundirse con Noria de evacuación, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Noria de evacuación, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Noria de evacuación, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Es la opción correcta: Noria de evacuación resuelve la frontera planteada sin invadir otra función."", ""regla_oro"": ""Frontera de examen: Noria de evacuación = conecta el dispositivo con hospitales receptores."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: circuito que traslada víctimas estabilizadas hacia centros sanitarios según prioridad y destino. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": """", ""conceptos_clave"": ""noria_evacuacion;hospitales""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0008A,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de logística operativa en emergencias, ¿qué concepto se ajusta mejor a esta definición: clasificación dinámica de víctimas según gravedad, pronóstico y recursos disponibles?"", ""opcion_a"": ""Triaje"", ""opcion_b"": ""Evacuación inmediata sin clasificar"", ""opcion_c"": ""Registro administrativo"", ""opcion_d"": ""Montaje de tiendas"", ""respuesta_correcta"": ""A"", ""explicacion"": ""La respuesta correcta es A porque triaje se define operativamente por este rasgo: prioriza atención y evacuación cuando hay más víctimas que recursos. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Es la opción correcta: Triaje coincide con el criterio: prioriza atención y evacuación cuando hay más víctimas que recursos."", ""porque_no_b"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Identifica primero la función real: prioriza atención y evacuación cuando hay más víctimas que recursos."", ""error_tipico"": ""Confundir Triaje con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: Llegan diez víctimas y solo hay dos equipos; se decide a quién atender y evacuar primero.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": ""### START básico\n| Observación | Clasificación orientativa | Clave TES |\n|---|---|---|\n| Camina | Verde | Puede desplazarse, reevaluar |\n| No respira tras abrir vía aérea | Negro/expectante según protocolo | Prioridad no recuperable inmediata |\n| Respira >30/min o perfusión alterada o no obedece | Rojo | Compromiso vital |\n| Respira, perfunde y obedece | Amarillo | Demorable con vigilancia |\n**Nota:** adaptar siempre al protocolo vigente del servicio/convocatoria."", ""conceptos_clave"": ""triaje;prioridad;catastrofes""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0008B,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: Llegan diez víctimas y solo hay dos equipos; se decide a quién atender y evacuar primero. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""Triaje"", ""opcion_b"": ""Registro administrativo"", ""opcion_c"": ""Montaje de tiendas"", ""opcion_d"": ""Evacuación inmediata sin clasificar"", ""respuesta_correcta"": ""A"", ""explicacion"": ""La opción correcta es A. El dato clave es: prioriza atención y evacuación cuando hay más víctimas que recursos. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Es la opción correcta: Triaje encaja con el dato diferencial del caso: prioriza atención y evacuación cuando hay más víctimas que recursos."", ""porque_no_b"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: Triaje se reconoce porque prioriza atención y evacuación cuando hay más víctimas que recursos. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": ""### START básico\n| Observación | Clasificación orientativa | Clave TES |\n|---|---|---|\n| Camina | Verde | Puede desplazarse, reevaluar |\n| No respira tras abrir vía aérea | Negro/expectante según protocolo | Prioridad no recuperable inmediata |\n| Respira >30/min o perfusión alterada o no obedece | Rojo | Compromiso vital |\n| Respira, perfunde y obedece | Amarillo | Demorable con vigilancia |\n**Nota:** adaptar siempre al protocolo vigente del servicio/convocatoria."", ""conceptos_clave"": ""triaje;prioridad;catastrofes""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0008C,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: No es un diagnóstico definitivo ni un papeleo: es priorización operativa. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Registro administrativo"", ""opcion_b"": ""Montaje de tiendas"", ""opcion_c"": ""Triaje"", ""opcion_d"": ""Evacuación inmediata sin clasificar"", ""respuesta_correcta"": ""C"", ""explicacion"": ""La correcta es C porque triaje es la única que respeta el límite conceptual: prioriza atención y evacuación cuando hay más víctimas que recursos. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Es la opción correcta: Triaje resuelve la frontera planteada sin invadir otra función."", ""porque_no_d"": ""Puede confundirse con Triaje, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Frontera de examen: Triaje = prioriza atención y evacuación cuando hay más víctimas que recursos."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: clasificación dinámica de víctimas según gravedad, pronóstico y recursos disponibles. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": ""### START básico\n| Observación | Clasificación orientativa | Clave TES |\n|---|---|---|\n| Camina | Verde | Puede desplazarse, reevaluar |\n| No respira tras abrir vía aérea | Negro/expectante según protocolo | Prioridad no recuperable inmediata |\n| Respira >30/min o perfusión alterada o no obedece | Rojo | Compromiso vital |\n| Respira, perfunde y obedece | Amarillo | Demorable con vigilancia |\n**Nota:** adaptar siempre al protocolo vigente del servicio/convocatoria."", ""conceptos_clave"": ""triaje;prioridad;catastrofes""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0009A,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de logística operativa en emergencias, ¿qué concepto se ajusta mejor a esta definición: método de triage rápido basado en capacidad de caminar, respiración, perfusión y estado mental?"", ""opcion_a"": ""Glasgow completo"", ""opcion_b"": ""qSOFA"", ""opcion_c"": ""Escala de dolor EVA"", ""opcion_d"": ""START"", ""respuesta_correcta"": ""D"", ""explicacion"": ""La respuesta correcta es D porque start se define operativamente por este rasgo: ordena víctimas de forma rápida en incidente con múltiples víctimas. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Es la opción correcta: START coincide con el criterio: ordena víctimas de forma rápida en incidente con múltiples víctimas."", ""regla_oro"": ""Identifica primero la función real: ordena víctimas de forma rápida en incidente con múltiples víctimas."", ""error_tipico"": ""Confundir START con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: Un paciente no camina, respira muy rápido y no obedece órdenes simples.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": ""### START básico\n| Observación | Clasificación orientativa | Clave TES |\n|---|---|---|\n| Camina | Verde | Puede desplazarse, reevaluar |\n| No respira tras abrir vía aérea | Negro/expectante según protocolo | Prioridad no recuperable inmediata |\n| Respira >30/min o perfusión alterada o no obedece | Rojo | Compromiso vital |\n| Respira, perfunde y obedece | Amarillo | Demorable con vigilancia |\n**Nota:** adaptar siempre al protocolo vigente del servicio/convocatoria."", ""conceptos_clave"": ""START;triaje;IMV""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0009B,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: Un paciente no camina, respira muy rápido y no obedece órdenes simples. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""qSOFA"", ""opcion_b"": ""Escala de dolor EVA"", ""opcion_c"": ""Glasgow completo"", ""opcion_d"": ""START"", ""respuesta_correcta"": ""D"", ""explicacion"": ""La opción correcta es D. El dato clave es: ordena víctimas de forma rápida en incidente con múltiples víctimas. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Es la opción correcta: START encaja con el dato diferencial del caso: ordena víctimas de forma rápida en incidente con múltiples víctimas."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: START se reconoce porque ordena víctimas de forma rápida en incidente con múltiples víctimas. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": ""### START básico\n| Observación | Clasificación orientativa | Clave TES |\n|---|---|---|\n| Camina | Verde | Puede desplazarse, reevaluar |\n| No respira tras abrir vía aérea | Negro/expectante según protocolo | Prioridad no recuperable inmediata |\n| Respira >30/min o perfusión alterada o no obedece | Rojo | Compromiso vital |\n| Respira, perfunde y obedece | Amarillo | Demorable con vigilancia |\n**Nota:** adaptar siempre al protocolo vigente del servicio/convocatoria."", ""conceptos_clave"": ""START;triaje;IMV""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0009C,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: Usar Glasgow completo como primera criba masiva puede retrasar la priorización. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Escala de dolor EVA"", ""opcion_b"": ""START"", ""opcion_c"": ""Glasgow completo"", ""opcion_d"": ""qSOFA"", ""respuesta_correcta"": ""B"", ""explicacion"": ""La correcta es B porque start es la única que respeta el límite conceptual: ordena víctimas de forma rápida en incidente con múltiples víctimas. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Es la opción correcta: START resuelve la frontera planteada sin invadir otra función."", ""porque_no_c"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con START, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Frontera de examen: START = ordena víctimas de forma rápida en incidente con múltiples víctimas."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: método de triage rápido basado en capacidad de caminar, respiración, perfusión y estado mental. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": ""### START básico\n| Observación | Clasificación orientativa | Clave TES |\n|---|---|---|\n| Camina | Verde | Puede desplazarse, reevaluar |\n| No respira tras abrir vía aérea | Negro/expectante según protocolo | Prioridad no recuperable inmediata |\n| Respira >30/min o perfusión alterada o no obedece | Rojo | Compromiso vital |\n| Respira, perfunde y obedece | Amarillo | Demorable con vigilancia |\n**Nota:** adaptar siempre al protocolo vigente del servicio/convocatoria."", ""conceptos_clave"": ""START;triaje;IMV""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0010A,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de logística operativa en emergencias, ¿qué concepto se ajusta mejor a esta definición: transmisión breve, clara, identificada, confirmada y por canal adecuado?"", ""opcion_a"": ""Duplicar mensajes en todos los canales"", ""opcion_b"": ""Esperar a tener todos los datos para avisar"", ""opcion_c"": ""Comunicación operativa estructurada"", ""opcion_d"": ""Comentario informal por mensajería"", ""respuesta_correcta"": ""C"", ""explicacion"": ""La respuesta correcta es C porque comunicación operativa estructurada se define operativamente por este rasgo: reduce errores, confirma recepción y evita saturación. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Es la opción correcta: Comunicación operativa estructurada coincide con el criterio: reduce errores, confirma recepción y evita saturación."", ""porque_no_d"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Identifica primero la función real: reduce errores, confirma recepción y evita saturación."", ""error_tipico"": ""Confundir Comunicaciones con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: El equipo informa ubicación, número aproximado de víctimas, riesgos y necesidades prioritarias.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": """", ""conceptos_clave"": ""comunicaciones;briefing;canal""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0010B,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: El equipo informa ubicación, número aproximado de víctimas, riesgos y necesidades prioritarias. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""Esperar a tener todos los datos para avisar"", ""opcion_b"": ""Comentario informal por mensajería"", ""opcion_c"": ""Comunicación operativa estructurada"", ""opcion_d"": ""Duplicar mensajes en todos los canales"", ""respuesta_correcta"": ""C"", ""explicacion"": ""La opción correcta es C. El dato clave es: reduce errores, confirma recepción y evita saturación. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Es la opción correcta: Comunicación operativa estructurada encaja con el dato diferencial del caso: reduce errores, confirma recepción y evita saturación."", ""porque_no_d"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: Comunicaciones se reconoce porque reduce errores, confirma recepción y evita saturación. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": """", ""conceptos_clave"": ""comunicaciones;briefing;canal""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0010C,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: La comunicación excesiva o sin confirmación puede ser tan peligrosa como el silencio. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Comunicación operativa estructurada"", ""opcion_b"": ""Comentario informal por mensajería"", ""opcion_c"": ""Duplicar mensajes en todos los canales"", ""opcion_d"": ""Esperar a tener todos los datos para avisar"", ""respuesta_correcta"": ""A"", ""explicacion"": ""La correcta es A porque comunicación operativa estructurada es la única que respeta el límite conceptual: reduce errores, confirma recepción y evita saturación. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Es la opción correcta: Comunicación operativa estructurada resuelve la frontera planteada sin invadir otra función."", ""porque_no_b"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Comunicaciones, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Frontera de examen: Comunicaciones = reduce errores, confirma recepción y evita saturación."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: transmisión breve, clara, identificada, confirmada y por canal adecuado. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": """", ""conceptos_clave"": ""comunicaciones;briefing;canal""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0011A,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de logística operativa en emergencias, ¿qué concepto se ajusta mejor a esta definición: provisión organizada de material, medicación, agua, energía, oxígeno y fungibles?"", ""opcion_a"": ""Alta administrativa"", ""opcion_b"": ""Abastecimiento logístico"", ""opcion_c"": ""Triaje secundario"", ""opcion_d"": ""Evacuación hospitalaria"", ""respuesta_correcta"": ""B"", ""explicacion"": ""La respuesta correcta es B porque abastecimiento logístico se define operativamente por este rasgo: garantiza continuidad de la asistencia durante la emergencia. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Puede confundirse con Abastecimiento, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Es la opción correcta: Abastecimiento logístico coincide con el criterio: garantiza continuidad de la asistencia durante la emergencia."", ""porque_no_c"": ""Puede confundirse con Abastecimiento, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Abastecimiento, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Identifica primero la función real: garantiza continuidad de la asistencia durante la emergencia."", ""error_tipico"": ""Confundir Abastecimiento con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: El PSA consume mantas, oxígeno y material de curas más rápido de lo previsto.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": """", ""conceptos_clave"": ""abastecimiento;material;continuidad""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-LOG-0011B,crear,pregunta_completa,"{""modulo"": ""MP0053 Logística sanitaria"", ""tema"": ""Logística operativa en emergencias"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: El PSA consume mantas, oxígeno y material de curas más rápido de lo previsto. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""Triaje secundario"", ""opcion_b"": ""Abastecimiento logístico"", ""opcion_c"": ""Evacuación hospitalaria"", ""opcion_d"": ""Alta administrativa"", ""respuesta_correcta"": ""B"", ""explicacion"": ""La opción correcta es B. El dato clave es: garantiza continuidad de la asistencia durante la emergencia. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Puede confundirse con Abastecimiento, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Es la opción correcta: Abastecimiento logístico encaja con el dato diferencial del caso: garantiza continuidad de la asistencia durante la emergencia."", ""porque_no_c"": ""Puede confundirse con Abastecimiento, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Abastecimiento, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: Abastecimiento se reconoce porque garantiza continuidad de la asistencia durante la emergencia. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": """", ""conceptos_clave"": ""abastecimiento;material;continuidad""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
